cleaned_headline,is_satirical,source
Russie : un homme condamné à 14 ans de prison pour un sabotage ferroviaire au profit de l'Ukraine,0,lefigaro
France : le gaz renouvelable progresse malgré un ralentissement des nouvelles installations,0,lefigaro
"Allemagne: le marché automobile en recul, les livraisons de Tesla aussi",0,lefigaro
"Précarité, infertilité, choix individuels… Pourquoi y a-t-il 25% de naissances de moins qu'il y a cinquante ans?",0,lefigaro
Droits de douane: EssilorLuxottica dévisse de 8% à la Bourse de Paris,0,lefigaro
"""Ce n'est pas la saison"" : en Malaisie, les recherches du vol MH370 suspendues à cause de la météo",0,lefigaro
Plusieurs personnes suspectées d'appartenir à un réseau d'aide au séjour irrégulier par la fourniture de titres de séjour en garde à vue,0,lefigaro
"Les Grands buffets de Narbonne dénoncent la récupération de leur nom par ""Les grands buffets de Lyon""",0,lefigaro
Russie : Sergueï Lavrov annonce une intensification de la coopération militaire avec le Mali,0,lefigaro
Val-de-Marne : un élève de 11 ans roue de coups son professeur après avoir reçu une punition,0,lefigaro
"Vente à la Chine ou reprise par ses salariés, le sort de Vencorex examiné au tribunal de commerce de Lyon",0,lefigaro
Marco Rubio appelle les pays de l'Otan à consacrer 5% de leur PIB à la défense,0,lefigaro
Marseille : un enfant de 12 ans blessé lors d'un violent cambriolage,0,lefigaro
La faiblesse du secteur des services plombe encore l'activité du privé en mars,0,lefigaro
Guerre en Ukraine : la Russie et la Biélorussie exclues de la hausse américaine des tarifs douaniers,0,lefigaro
"Droits de douane de Trump, la Hongrie annonce quitter la CPI, l'ONU dénonce une guerre ""sans limite"" à Gaza… Les 3 infos à retenir à la mi-journée",0,lefigaro
"Les Mousquetaires/Intermarché ""envisagent la fermeture"" d'une trentaine de magasins, 680 emplois concernés",0,lefigaro
Drôme : un lycéen en situation irrégulière placé en détention après un salut nazi devant une synagogue,0,lefigaro
"Foot : réalisations, buts décisifs… Les parallèles fascinants entre Kylian Mbappé et Cristiano Ronaldo",0,lefigaro
"Bruit d'explosion et coup de tonnerre en Vendée : un séisme de magnitude 3,6 enregistré cette nuit",0,lefigaro
Athlétisme : le projet révolutionnaire de Michael Johnson dans les starting-blocks à Kingston,0,lefigaro
Une place renommée en hommage à Gérard Collomb en plein cœur de la Part-Dieu à Lyon,0,lefigaro
Guerre en Ukraine : un négociateur russe annonce se rendre à Washington pour une réunion avec des représentants américains,0,lefigaro
"Saint-Ouen : Élisabeth Borne promet de ""réinstaller"" l'école susceptible de déménager à cause de dealers",0,lefigaro
"Une ex-conseillère du Quai d'Orsay condamnée à 500€ d'amende pour ""apologie du terrorisme""",0,lefigaro
"Après la polémique, le concert Solidarité Congo sera reprogrammé le 22 avril à Paris",0,lefigaro
"Meurtre de Philippine : un square à son nom va être inauguré à Montigny-le-Bretonneux, sa ville d'origine",0,lefigaro
La France et Israël veulent éviter que l'Iran obtienne l'arme nucléaire,0,lefigaro
"La Hongrie annonce son retrait de la Cour pénale internationale, Israël se félicite d'une ""position morale forte""",0,lefigaro
Sept morts dans le naufrage d'un bateau de migrants au large de la Grèce,0,lefigaro
"Droits de douane sur les vins : ""catastrophe"", ""conséquences extrêmement lourdes""… La filière sous le choc après les annonces de Trump",0,lefigaro
Droits de douane de Trump : le CAC 40 chute lourdement et perd plus de 2%,0,lefigaro
Jean Lassalle dans un seul en scène au théâtre en octobre,0,lefigaro
"À la maison d'arrêt de Nantes, un forum des métiers pour projeter les détenus sur l'après-prison",0,lefigaro
"Après le ""Signalgate"", le ""Gmailgate"" ? L'Administration Trump enchaîne les bourdes sécuritaires",0,lefigaro
"Droits de douane : les marchés plongent, le CAC 40 chute de 3,31% sa pire baisse depuis deux ans",0,lefigaro
"Tornades dévastatrices, tempêtes, inondations… Les États-Unis en proie à un évènement météorologique d'une rare violence",0,lefigaro
Droits de douane : l'UE se prépare à taxer les services numériques américains,0,lefigaro
Le président du Salvador Nayib Bukele confirme une rencontre avec Trump le 14 avril,0,lefigaro
"Proche-Orient : Emmanuel Macron ira mardi près de Gaza pour marquer sa mobilisation ""en faveur d'un cessez-le-feu""",0,lefigaro
"""Pourquoi ne parlerait-on pas de religion au travail ?"" : le rabbin d'Arcachon ouvre son cabinet en management du fait religieux",0,lefigaro
"Manifestation de soutien à Marine Le Pen : Jean-Luc Mélenchon dénonce un ""risque séditieux""",0,lefigaro
Déserts médicaux : l'Assemblée nationale adopte une régulation de l'installation des médecins,0,lefigaro
"""Année noire"" : la fonction publique se mobilise à l'appel de plusieurs syndicats",0,lefigaro
"Champions Cup : ""Voir Castres en 8e de finale, je trouve ça beau pour le club et la ville"", quand les héros de 2002 saluent leurs héritiers",0,lefigaro
Séisme en Birmanie: le bilan dépasse désormais les 3000 morts,0,lefigaro
La maire de Sainte-Foy-lès-Lyon réclame une aide financière à Rachida Dati pour couvrir le coût exorbitant de fouilles archéologiques,0,lefigaro
"""Bienvenue à Budapest!"" : Benyamin Netanyahou, sous le coup d'un mandat d'arrêt de la CPI, est arrivé en Hongrie",0,lefigaro
"Droits de douane de Donald Trump : Emmanuel Macron va réunir les ""représentants des filières impactées""",0,lefigaro
"Gaza : 15 secouristes retrouvés à Rafah dans une ""fosse commune"", l'ONU dénonce une ""guerre sans limite""",0,lefigaro
"Chine, Union européenne, Suisse… Quels droits de douane l'Administration Trump va-t-elle imposer aux pays ?",0,lefigaro
"Guerre commerciale : ""Il y a d'autres manières de réagir qu'en appliquant des droits de douane réciproques""",0,lefigaro
Une trentième victime des incendies de Los Angeles découverte,0,lefigaro
"Atlético Madrid-FC Barcelone : Yamal prodigieux, Griezmann poussiéreux, un Clasico pour une finale délicieuse… Les tops/flops",0,lefigaro
"Maillots vintage, ferveur familiale et cortège ultras : soir de fête à Cannes pour une demie de Coupe de France historique",0,lefigaro
"Droits de douane : après les annonces de Trump, le secteur des vins et spiritueux entre soulagement et inquiétude",0,lefigaro
Coupe du Roi : le Barça se débarrasse de l'Atlético de Griezmann et rejoint le Real en finale,0,lefigaro
"Incidents en tribunes : match perdu pour Montpellier, le virage Auteuil du Parc sanctionné après les banderoles contre Rabiot",0,lefigaro
"Taxes de 20% sur les produits européens, ""rendre l'Amérique riche à nouveau""… Ce qu'il faut retenir des annonces de Trump sur les droits de douane",0,lefigaro
"Incendie au sommet d'un immeuble à Lille, 200 personnes évacuées",0,lefigaro
"Coupe de France : fin du rêve pour l'AS Cannes, Reims défiera le PSG en finale",0,lefigaro
"Le réalisateur italien Nanni Moretti dans un "" état stable "" après sa crise cardiaque",0,lefigaro
"""Vive le sport et donc à bas le voile"" : Panot saisit le procureur de la République après la formule choc de Retailleau",0,lefigaro
"Bretagne : un enfant décède après avoir pris de la cocaïne, enquête pour homicide involontaire",0,lefigaro
"Une loi pour lutter contre les effets négatifs de la ""fast fashion"" examinée le 2 juin au Sénat",0,lefigaro
"""L'antisionisme fait office d'alibi"" : Macron dénonce un antisémitisme qui essaime à ""l'extrême gauche""",0,lefigaro
"Amazon est prétendant au rachat de TikTok, selon la presse",0,lefigaro
"Normes excessives, régulation des géants de la tech… Ce que les États-Unis reprochent vraiment à l'UE",0,lefigaro
Gouvernance du sport professionnel : la proposition de loi examinée au Sénat le 10 juin,0,lefigaro
"Toujours recherché par la justice, le chef serbe Milorad Dodik affirme être rentré en Bosnie",0,lefigaro
"""Je ne fais pas de la politique, je ne suis qu'un joueur de foot"" : huit mois de prison avec sursis requis en appel contre Youcef Atal",0,lefigaro
"Le Leqembi, médicament anti-Alzheimer très attendu en France, a fait sept morts aux États-Unis",0,lefigaro
Rennes : un individu condamné 24 fois mis en examen pour le viol et le meurtre d'une femme de 73 ans à son domicile,0,lefigaro
"Procès Le Pen : l'accélération du calendrier judiciaire n'est pas un ""désaveu"" de la décision, affirme la procureur générale de Paris",0,lefigaro
"Libye : une dizaine d'ONG internationales suspendues pour activités ""hostiles""",0,lefigaro
"Un programme de 16,7 millions d'euros lancé pour soutenir l'adhésion de l'Ukraine à l'UE",0,lefigaro
Washington étudie le coût d'acquisition du Groenland,0,lefigaro
"Après 100 ans d'absence, le loup gris est de retour dans les Landes",0,lefigaro
Double meurtre dans les Vosges : l'accusé toujours hospitalisé en psychiatrie,0,lefigaro
"Jusqu'à 23°C à Paris : des températures ""dignes d'une fin de mois de mai"" attendues en fin de semaine",0,lefigaro
"Rénovation de la Bonne Mère : à Marseille, LFI vent debout contre les aides publiques accordées",0,lefigaro
"Pierre Cazeneuve (Renaissance): ""Face au RN, il y a un devoir absolu d'exemplarité de François Bayrou""",0,lefigaro
"LFI veut inscrire le droit au logement dans la Constitution, à égalité avec le droit de propriété",0,lefigaro
"Météo du jeudi 3 avril : gris et humide sur la côte Atlantique, ailleurs le temps reste ensoleillé",0,lefigaro
Droits de douane : visualisez en une infographie la liste des mesures annoncées par Donald Trump à date,0,lefigaro
"Avec 6000 cas en une semaine, l'épidémie de chikungunya s'aggrave à La Réunion",0,lefigaro
"Tuberculose : face à la forte hausse des cas, le Royaume-Uni élabore un nouveau plan",0,lefigaro
"Elon Musk pourrait bientôt quitter son poste au sein du gouvernement américain, le patron de Tesla dénonce une ""fake news""",0,lefigaro
"Mark Rutte, le chef de l'Otan, affirme être convaincu que l'Alliance ""va durer, avec les États-Unis""",0,lefigaro
Un démocrate bat le record de parole au Sénat américain,0,lefigaro
Guerre en Ukraine : un tir de missile russe dans le centre du pays fait au moins quatre morts,0,lefigaro
"Foot : ""Le dialogue va se poursuivre"", la ministre des Sports réunira l'Instance nationale du supportérisme le 17 avril",0,lefigaro
"""Une confrontation militaire"" serait ""presque inévitable"" en cas d'échec de négociations sur le nucléaire avec l'Iran, affirme Jean-Noël Barrot",0,lefigaro
Otages d'État : la France va porter plainte contre l'Iran devant la Cour internationale de justice,0,lefigaro
"Près de Marseille, plus de trente autocars de la Régie des transports métropolitains dépouillés de leur pot catalytique",0,lefigaro
Menace de censure du RN : François Bayrou annonce un débat sur la stratégie énergétique au Parlement,0,lefigaro
Vallauris : la route où une fillette a été mortellement fauchée l'été dernier davantage sécurisée,0,lefigaro
"""Il est temps de mettre fin à la catastrophe écologique"" : inquiétude au Kazakhstan sur le futur de la mer Caspienne",0,lefigaro
"États-Unis : la justice classe l'affaire de corruption visant Eric Adams, le maire de New York",0,lefigaro
"""Des progrès ont été réalisés"" : accord à Chypre pour poursuivre le processus en vue d'une réunification",0,lefigaro
"Les États-Unis retirent son visa au prix Nobel Oscar Arias, qui dénonce un signe de ""l'autocratie"" américaine",0,lefigaro
"Prix, premiers jeux… Nintendo détaille sa console Switch 2, qui sortira le 5 juin",0,lefigaro
Warner mise gros avec le nouveauSupermanet le dernier film de Leonardo DiCaprio,0,lefigaro
Mohamed Amra accuse des agents pénitentiaires de violences durant sa détention,0,lefigaro
Lyon : la crèche fermée en urgence pour violences garde ses portes closes,0,lefigaro
"Tesla chute avant de se reprendre à Wall Street, après des rumeurs sur un départ d'Elon Musk de l'administration Trump",0,lefigaro
"""Rien ne justifie les pressions"" américaines sur le Groenland, déplore Paris",0,lefigaro
"Mort de Val Kilmer : Francis Ford Coppola, Josh Brolin, Cher… Hollywood rend hommage à l'acteur",0,lefigaro
"Au port de Lyon, l'armateur CMA-CGM prêt à doubler le fret sur le Rhône vers Marseille",0,lefigaro
Allier : quatre personnes mises en examen pour avoir torturé un homme,0,lefigaro
"Près d'un enfant placé sur deux est victime de violences sexuelles, indique une étude",0,lefigaro
"Marine Le Pen inéligible : la manifestation de soutien du RN ""n'est pas un coup de force"", affirme Jordan Bardella",0,lefigaro
"Accord de paix : l'Azerbaïdjan presse l'Arménie d'accepter ses ""demandes"" avant toute signature",0,lefigaro
"Géorgie : la loi sur les agents de l'étranger ""fondamentalement incompatible"" avec les valeurs de l'UE",0,lefigaro
"Pétain ""sauveur"" de juifs français : Éric Zemmour condamné à 10.000 euros d'amende",0,lefigaro
"Lettre anti-diversité : Washington ne prévoit pas de ""vérification"" auprès des entreprises étrangères",0,lefigaro
"Experts, ébénistes, marchands… Au procès des faux meubles XVIIIe, de la prison requise pour tous les prévenus",0,lefigaro
"Sous l'impulsion de Kid Rock, Donald Trump signe un décret pour réguler les "" prix fous "" des billets de concerts",0,lefigaro
Plus de la moitié des Lyonnais favorables à la fermeture du célèbre zoo de la Tête d'or selon un sondage,0,lefigaro
"Les droits de douane rapporteront ""6000 milliards de dollars"" aux États-Unis, affirme un conseiller de la Maison Blanche",0,lefigaro
"""J'y pense tous les jours"" : en Gironde, un maire victime de coups de poing et d'insultes",0,lefigaro
"L'UE ripostera aux nouveaux droits de douane américains ""avant la fin du mois d'avril""",0,lefigaro
L'homme d'affaires Michel Ohayon placé en garde à vue pour soupçons d'abus de biens sociaux,0,lefigaro
Un jeune homme fauché par une voiture à la terrasse d'un kebab de Saint-Étienne,0,lefigaro
"Marine Le Pen condamnée : ""La justice est indépendante"", rappelle Emmanuel Macron devant le gouvernement",0,lefigaro
"Droits de douane : la CPME souhaite que les secteurs touchés ""soient protégés"" par des subventions ou des aides publiques",0,lefigaro
"Suicide du maire de Rezé : trois ans plus tard, l'homme soupçonné d'être le corbeau mis en examen",0,lefigaro
"Paris : la bijouterie ""Histoire d'Or"" de la rue de Rennes victime d'un braquage",0,lefigaro
"Boualem Sansal fait appel, Israël étend son offensive militaire à Gaza, manœuvres chinoises autour de Taïwan… Les 3 infos à retenir à la mi-journée",0,lefigaro
Lyon : la place Abbé Pierre va devenir la place Gisèle Halimi,0,lefigaro
"""Oubliez votre charabia"" : l'administration Trump resserre son étau sur les cabinets de conseil",0,lefigaro
Singapour: un adolescent qui voulait tuer des dizaines de musulmans arrêté,0,lefigaro
Nice : plus de 760 kilos de cannabis et d'ecstasy saisis en lien avec un trafic vers la Tunisie,0,lefigaro
Grèce : l'État va dépenser 25 milliards d'euros pour réformer sa défense,0,lefigaro
"""Plutôt vers 0,7%"": la prévision de croissance crée des remous entre le ministère du Travail et Bercy",0,lefigaro
"""Un cap et un chemin se dessinent"" : Jean-Michel Aulas fait un pas de plus vers une candidature aux municipales à Lyon",0,lefigaro
"Neil Young a peur de revenir aux États-Unis après avoir qualifié Donald Trump de "" pire président de l'histoire """,0,lefigaro
Allergie au pollen: découvrez quel est le niveau de risque dans votre ville aujourd'hui,0,lefigaro
Marseille : chronique d'une décennie d'alertes au procès pour viols d'un psychiatre-hospitalier,0,lefigaro
Boualem Sansal : l'écrivain fait appel de sa condamnation à 5 ans de prison en Algérie,0,lefigaro
Groenland : victoire de la gauche aux municipales,0,lefigaro
"Marine Le Pen jugée coupable de détournement : ""Tant qu'il n'y a pas d'enrichissement personnel…"", minimise Éric Ciotti",0,lefigaro
"Taïwan annonce être encerclée par des dizaines d'avions et navires de guerre chinois, Pékin dit avoir ""atteint tous ses objectifs""",0,lefigaro
Nantes : relaxe des 6 prévenus de l'affaire de la fusillade mortelle du Moonlight,0,lefigaro
"Top Gun,Batman Forever,The Doors… Les grands rôles de Val Kilmer",0,lefigaro
"Reprise du dialogue France-Algérie : Laurent Wauquiez déplore une ""diplomatie de la soumission""",0,lefigaro
"À Bordeaux, le procès du ""gang des grands crus"" reporté suite à un imbroglio juridique",0,lefigaro
"Birmanie : après le violent séisme, la junte annonce la reprise de ses ""activités"" contre les rebelles",0,lefigaro
"Moins de voitures, plus de nature… Nantes vise la neutralité carbone d'ici à 2050",0,lefigaro
"Un procès en appel possible en 2026 pour Marine Le Pen, ""un désaveu"" du premier jugement selon son avocat",0,lefigaro
"""Elle n'est pas une victime"" : Xavier Bertrand intime à la droite d'""arrêter d'avoir peur du RN"" et de Marine Le Pen",0,lefigaro
"Mort de Diego Maradona : ni drogue ni alcool dans le sang, témoigne un légiste au procès",0,lefigaro
L'accident mortel d'une Xiaomi en mode autopilote inquiète sur la sécurité des véhicules autonomes en Chine,0,lefigaro
Brésil : un nouveau-né en vie découvert par un éboueur au milieu des poubelles de Rio,0,lefigaro
"Au Niger, des militaires de l'ancien régime renversé ont été libérés par la junte au pouvoir",0,lefigaro
"Underdog, cette start-up nantaise en pleine croissance qui reconditionne le gros électroménager",0,lefigaro
"Argentine : le président Milei devrait rencontrer ""sûrement"" Trump ce mercredi",0,lefigaro
Séisme en Birmanie: un homme retrouvé vivant sous des décombres cinq jours après le drame,0,lefigaro
"Ukraine: un mort, dix blessés dans des frappes russes à Zaporijjia et Kharkiv",0,lefigaro
Chine : fusion annoncée entre deux géants de l'automobile,0,lefigaro
Conflit au Proche-Orient : Israël annonce morceler Gaza pour forcer le Hamas à rendre les otages,0,lefigaro
Alpes-Maritimes : un village se retrouve isolé après l'affaissement de son unique route d'accès,0,lefigaro
"Mort à 65 ans de Val Kilmer, la légende noire de Hollywood",0,lefigaro
"Avec le retour des terrasses estivales à Paris, le bras de fer entre restaurateurs et riverains reprend de plus belle",0,lefigaro
La Chine mène des manœuvres militaires d'envergure autour de Taïwan,0,lefigaro
""" Nos tribunaux ne sont pas à vendre "" : Trump et Musk essuient un premier revers électoral dans le Wisconsin",0,lefigaro
"Dunkerque-PSG : Dembélé sans pitié, une défense parisienne trop friable… Les tops et les flops",0,lefigaro
"""La perfection n'existe pas"", assure Luis Enrique après la qualification du PSG en finale",0,lefigaro
"Coupe du Roi : le Real Madrid en finale au bout du suspense, Mbappé sur le banc puis… Discret",0,lefigaro
L'Assemblée nationale adopte un texte intégrant le non-consentement à la définition pénale du viol,0,lefigaro
Les États-Unis envoient un deuxième porte-avions au Moyen-Orient,0,lefigaro
Un haut responsable américain a utilisé son compte Gmail privé dans un cadre professionnel,0,lefigaro
L'Allemagne exclut toute relance du gazoduc Nord Stream 2 entre la Russie et l'Europe,0,lefigaro
Coupe de France : le PSG s'est fait peur face à Dunkerque mais ira bien en finale,0,lefigaro
"États-Unis : l'Administration Trump reconnaît une ""erreur"" dans sa politique d'expulsion",0,lefigaro
Dunkerque-PSG : les trois buts en moins de 20 minutes qui ont remis Paris dans le match en vidéo,0,lefigaro
"Après sa condamnation à cinq ans d'inéligibilité, Marine Le Pen annonce saisir la CEDH et le Conseil constitutionnel",0,lefigaro
Début des licenciements massifs au sein des agences de santé américaines,0,lefigaro
"Dunkerque-PSG : en vidéo, les buts surprises des Nordistes dans un Pierre-Mauroy en transe",0,lefigaro
"Audiovisuel public : après un vif échange entre Dati et une administratrice de l'Assemblée, l'examen du texte interrompu",0,lefigaro
"Les nouveaux droits de douane de Trump seront appliqués ""immédiatement"", selon la Maison-Blanche",0,lefigaro
La Réunion : le pic de l'épidémie de chikungunya est prévu mi-avril,0,lefigaro
"Crise Paris-Alger : Bruno Retailleau dit avoir ""bon espoir"" de voir Boualem Sansal ""revenir""",0,lefigaro
"Arnaques, malfaçons… L'UFC-Que Choisir appelle à interdire le démarchage à domicile à des fins de rénovation énergétique",0,lefigaro
Tour Triangle à Paris : Élisabeth Borne auditionnée par les enquêteurs pour favoritisme,0,lefigaro
"Foot : un groupe de supporters du Paris FC vers une dissolution, les Magic Fans et les Green Angels de Saint-Étienne pour le moment épargnés",0,lefigaro
Lituanie : le quatrième soldat américain disparu également retrouvé mort,0,lefigaro
Aude : un schizophrène condamné à 18 mois de prison pour avoir déclenché un incendie,0,lefigaro
"JO d'hiver 2030 : Edgar Grospiron, Cyril Linette, sports additionnels, Val d'Isère… Les confidences de Renaud Muselier",0,lefigaro
"Les célèbres biscuits Fingers reviennent en France, après quasiment un an d'absence",0,lefigaro
"La traque haletante de Fadi Z., marseillais suspecté d'assassinat et réfugié en Andalousie",0,lefigaro
Météo du mercredi 2 avril : dégradation du temps à l'ouest du pays,0,lefigaro
"Comment fonctionne ""600.000 Carats"", le nouveau jeu de la FDJ entre grattage et roue de la fortune en ligne ?",0,lefigaro
Condamnation de Marine Le Pen : une nouvelle enquête ouverte après des menaces contre les juges,0,lefigaro
"États-Unis : le ministère de la Justice veut la peine de mort contre Luigi Mangione, accusé d'avoir assassiné le patron d'UnitedHealthcare",0,lefigaro
"Saison ""mitigée"", l'après JO 2026, l'éclosion de Perrot… Quentin Fillon Maillet fait le point à l'issue de l'hiver",0,lefigaro
Marseille : ce couple d'autodidactes qui a gagné des millions grâce à l'escroquerie Apollonia,0,lefigaro
Loi narcotrafic : votre député a-t-il voté le texte ?,0,lefigaro
"Marine Le Pen inéligible : un meeting ""de soutien"" organisé par le RN dimanche à Paris",0,lefigaro
"Blessure de Dupont : ""J'ai été suffisamment puni"", plaide l'Irlandais Beirne",0,lefigaro
Festival de Cannes 2025 : le cinéaste Todd Haynes recevra le Carrosse d'or,0,lefigaro
"""Cadavre de souris"", ""déjections sur les équipements de cuisine"" : un restaurant de Villeurbanne fermé jusqu'à nouvel ordre",0,lefigaro
Tarn-et-Garonne : vol d'un fourgon contenant 3 millions d'euros en lingots d'or et œuvres d'art,0,lefigaro
"Le nombre d'entreprises actives explose depuis 10 ans, porté par les livreurs à vélo",0,lefigaro
"Lettre américaine anti-diversité : le Danemark demande une ""réponse européenne""",0,lefigaro
"Renault, Stellantis, Volkswagen… 15 constructeurs écopent de 458 millions d'euros d'amende de l'UE pour entente",0,lefigaro
"Islande : nouvelle éruption volcanique dans le sud-ouest du pays, ""début d'une intrusion de magma""",0,lefigaro
Plainte pour agression sexuelle et insultes racistes : climat délétère dans un Ehpad municipal de Lyon,0,lefigaro
"Marine Le Pen inéligible : Ciotti veut supprimer l'exécution provisoire, Bayrou ouvre la porte à ""une réflexion""",0,lefigaro
"""Mon Soutien psy"" : près de 600.000 personnes ont bénéficié de séances remboursées avec un psychologue",0,lefigaro
"Crise France-Algérie : Paris souhaite résoudre les tensions ""avec exigence et sans aucune faiblesse""",0,lefigaro
"Supprimer les ZFE pourrait priver la France de plusieurs milliards d'euros d'aides européennes, selon Bercy",0,lefigaro
Sanofi : la justice annule un plan prévoyant 325 suppressions d'emplois,0,lefigaro
"""Quarteron de procureurs"" : la colère de Jean-Philippe Tanguy à l'Assemblée après la condamnation de Marine Le Pen",0,lefigaro
"Un démocrate prononce un discours de plus de 24 heures contre Trump au Sénat, record battu",0,lefigaro
"Le blocage de TikTok en Nouvelle-Calédonie lors des émeutes en 2024 était ""illégal"", juge le Conseil d'État",0,lefigaro
"Suède : le gouvernement veut imposer un critère de ""conduite honnête"" aux migrants, sous peine d'expulsion",0,lefigaro
Bouches-du-Rhône : vague de démissions au conseil municipal de la Penne-sur-Huveaune après la mise en examen du maire pour viols,0,lefigaro
"Après la Terre, la Lune ? L'astéroïde 2024 YR4, un temps annoncé en collision avec la Terre, se dévoile grâce à de nouvelles observations",0,lefigaro
"Des fans turcs appellent Muse à annuler un concert à Istanbul, l'organisateur se retire",0,lefigaro
Bouches-du-Rhône : un djihadiste condamné en appel après avoir violé son contrôle judiciaire,0,lefigaro
"Alexandre Jardin et les ""motards en colère"" appellent à des manifestations anti-ZFE partout en France",0,lefigaro
"Ligue 2 : ""On récolte ce que l'on sème"", un Caennais tacle Mbappé et les dirigeants du club",0,lefigaro
"Un homme poignardé en pleine rue dans le Rhône, un membre de sa famille placé en garde à vue",0,lefigaro
Le Danemark achète des missiles français Mistral 3 et des blindés finlandais,0,lefigaro
"Au Perreux-sur-Marne, ""la perle de l'est parisien"", un couple menacé au couteau dans son pavillon",0,lefigaro
Orne : nouvelle mise en examen pour l'un des suspects de l'attaque à la prison de Condé en 2019,0,lefigaro
"En Malaisie, une fuite de gaz provoque un gigantesque incendie",0,lefigaro
"""Si quelque chose survient à Taïwan, nous serons impliqués"" : les Philippines en alerte dans le Pacifique",0,lefigaro
"Séisme en Birmanie : plus de 2700 morts, une femme secourue vivante après 91 heures sous les décombres",0,lefigaro
Condamnation de Marine Le Pen : la juge qui a présidé le procès placée sous protection,0,lefigaro
Dordogne : une femme en garde à vue pour le meurtre de son conjoint disparu depuis des années,0,lefigaro
"En convalescence au Vatican, l'état du pape François continue de s'améliorer",0,lefigaro
"""Cela fait penser à notre pays"" : quand Donald Trump compare la condamnation de Marine Le Pen à ses propres affaires judiciaires",0,lefigaro
Six Nations : Louis Bielle-Biarrey élu meilleur joueur du Tournoi 2025,0,lefigaro
"Plus de 30 heures après sa disparition, une nonagénaire retrouvée en vie dans une zone périlleuse près de Nice",0,lefigaro
Inde : au moins 18 morts dans l'explosion d'une usine clandestine de feux d'artifice,0,lefigaro
"""Immaturité"" des engagés, sanctions trop faibles : un rapport pointe les causes des désertions en hausse dans l'Armée de terre",0,lefigaro
"""Ce n'est pas un poisson d'avril"" : pour le 1er avril, Burger King propose des nuggets… au caviar",0,lefigaro
"La chanteuse Souad Massi invite la France et l'Algérie à "" discuter comme dans un couple """,0,lefigaro
"En vue du sommet de l'ONU sur l'océan à Nice, Emmanuel Macron fixe une série d'objectifs",0,lefigaro
Nantes : plus de 2500 boîtes de Doliprane et Dafalgan découvertes près des bords de Loire,0,lefigaro
La Suède investit près de 10 millions d'euros pour moderniser ses abris antiaériens,0,lefigaro
"L'UE assure avoir un ""plan solide"" pour répondre à de nouveaux droits de douane américains",0,lefigaro
"""Une sensation extraordinaire"": découvrez les images des touristes et locaux admirant les cerisiers en fleurs à Tokyo",0,lefigaro
Marseille : un médecin-psychiatre jugé pour viols et agression sexuelle sur quatre patientes,0,lefigaro
Le texte intégrant le non-consentement à la définition pénale du viol arrive à l'Assemblée,0,lefigaro
Affaire Epstein : une plaignante victime d'un grave accident,0,lefigaro
"Philippe Claudel, le président du Goncourt, sort une dystopie critiquant Trump",0,lefigaro
"""Je n'ai pas donné la mort volontairement"" : le procès de l'employée de crèche accusée d'avoir tué un bébé s'est ouvert à Lyon",0,lefigaro
Audiences : près de 7 millions de téléspectateurs devant Marine Le Pen au JT de 20 heures de TF1,0,lefigaro
"Commerces noyés, voitures emportées… Les images impressionnantes des inondations en Grèce",0,lefigaro
Coupe de l'America : le defender Team New Zealand dans l'incapacité financière d'organiser l'édition 2027 à domicile,0,lefigaro
Sam Mendes a trouvé ses Beatles pour ses quatre biopics prévus en 2028,0,lefigaro
Israël : Netanyahou révoque le nouveau chef du Shin Bet qu'il avait nommé hier,0,lefigaro
"Conflits au Proche-Orient : le président Joseph Aoun condamne les frappes israéliennes, un responsable du Hezbollah tué",0,lefigaro
SpaceX: revivez le décollage de la première mission habitée qui va survoler les pôles terrestres,0,lefigaro
Tesla : le nombre d'immatriculations s'effondre en France en mars,0,lefigaro
"Au Groenland, l'ombre des menaces de Trump plane sur les élections municipales",0,lefigaro
"""C'est très préoccupant"" : les ventes de voitures neuves en net recul au mois de mars",0,lefigaro
"Vosges : l'une des deux personnes tuées à coups de pierres est un prêtre, selon le diocèse",0,lefigaro
"Taxe foncière : non, les propriétaires de balcons et terrasses ne paieront pas plus cher en 2025",0,lefigaro
"Salaires, financements, conditions de travail… Le secteur du médico-social en grève mardi",0,lefigaro
"""Cette histoire est magnifique, il n'y en a pas deux en France"" : Yacine Bammou, le joueur de Dunkerque qui vendait des maillots du PSG",0,lefigaro
"Nantes : deux entraîneurs de boxe, un père et son fils, accusés d'agressions sexuelles",0,lefigaro
"Dans les entreprises, la grande peur de voir l'intelligence artificielle devenir un motif banal de licenciement",0,lefigaro
Les terrasses estivales font leur grand retour à Paris ce mardi 1er avril,0,lefigaro
Un juge suspend le plan Trump visant à abroger la protection d'immigrés vénézuéliens,0,lefigaro
L'armée israélienne dit avoir tué un dirigeant du Hezbollah dans une frappe sur Beyrouth,0,lefigaro
Manœuvres militaires chinoises: l'armée lance de nouveaux exercices de blocus de Taïwan,0,lefigaro
Trump dit qu'il pourrait se rendre en Arabie saoudite dès le mois prochain,0,lefigaro
OpenAI va ouvrir le capot d'une de ses interfaces d'intelligence artificielle,0,lefigaro
OpenAI : une nouvelle levée de fonds valorise l'entreprise à 300 milliards,0,lefigaro
Les personnes nées de PMA auront désormais toutes accès à leurs origines,0,lefigaro
Plus de cinq millions de travailleurs exposés à un niveau de bruit nocif,0,lefigaro
