cleaned_headline,is_satirical
Patrouille de France : collision entre deux avions Alpha Jet près de Saint-Dizier,0
Fusillade mortelle à Nantes : le principal prévenu clame son innocence lors de son procès,0
Préciser son sexe de naissance : Paris modifie légèrement les consignes aux Français se rendant aux États-Unis,0
"À Bordeaux, un homme découvre sa voisine (retraitée) morte depuis presque deux ans",0
"Rugby : ""On essaie de me faire taire"", le constat glaçant de ce professionnel de santé six ans après la mort de Nicolas Chauvin",0
Eddy Mitchell annule sa tournée d'été en raison de problèmes pulmonaires,0
Belgique : la rupture du jeûne du Ramadan célébrée dans une église catholique à Molenbeek,0
"Après la fuite de plans militaires top-secrets, Trump traite de ""tordu"" le journaliste et tente d'éteindre l'incendie",0
"""Un manque de considération inadmissible"" : après la lettre envoyée par les parents de Leslie, Gérald Darmanin propose de les rencontrer",0
"Famille discrète, nombreuse et très croyante… Ce que l'on sait de la famille du petit Émile",0
"Un avion américain dérouté car le pilote oublie son passeport, 257 passagers affectés",0
"Procès Sarkozy : le parquet dénonce le ""pacte de corruption inconcevable, inouï"" noué par l'ex-président et des proches de Kadhafi",0
"France Télévisions : les logos des chaînes seront remplacés par ""france.tv"" le 6 juin",0
Port du voile dans le sport : Teddy Riner dévoile un nouveau message et tente d'apaiser le débat,0
""" Je vais te renvoyer en Algérie dans un coffre "" : au procès de l'ex-mari de Chahinez Daoud, la thèse de la préméditation se renforce",0
"""Pression inacceptable"" : face à la venue de responsables américains au Groenland, le Danemark hausse le ton",0
"Santé mentale : en 2024, les séjours en pédopsychiatrie ont dépassé de 32% les prévisions",0
"Football : ""Mon honneur est revenu"", se réjouit Michel Platini, acquitté en appel",0
"George Clooney, "" acteur de seconde zone "" ? Ça ne fait aucun doute pour Donald Trump",0
"Nantes: en moins de 10 ans, la ville a davantage féminisé ses noms de rue que dans le reste de son histoire",0
Un dirigeant d'Airbus encourage l'Allemagne à se doter d'armes nucléaires tactiques,0
"Après le scandale Orpéa, 55 Ehpad visés par des ""sanctions graves""",0
Bordeaux : 6 personnes interpellées dans une opération de lutte contre l'immigration irrégulière,0
"Municipales à Lyon : Pierre Oliver officialise sa candidature pour porter la voix ""de la droite urbaine""",0
"Nouvelles gardes à vue dans l'affaire du petit Émile, Platini acquitté, procès Depardieu… Les 3 infos à retenir à la mi-journée",0
"Fuite de plans militaires top-secrets : Donald Trump assure ""ne rien savoir""",0
Comment Bic est devenue la marque préférée des Français ?,0
"""Vous avez le culot de dire ça ?"": François Bayrou interrompu au Conseil municipal de Pau après la lecture d'une lettre sur l'affaire Bétharram",0
"À Bordeaux, un homme en détention provisoire après la mort d'un quadragénaire lors d'une soirée ""chemsex""",0
"""On cherche le moyen de la mettre en place"" : le gouvernement réfléchit à une nouvelle version de la ""taxe lapin""",0
Des centaines de microplastiques ingérés en mâchant des chewing-gums,0
"Après la rixe mortelle en Essonne, Bruno Retailleau appelle à ""réformer profondément la justice des mineurs""",0
Boualem Sansal : Bruno Retailleau attendu à la manifestation de soutien à l'écrivain,0
Anouk Grinberg expulsée de l'audience du procès de Gérard Depardieu,0
"""Je pense que mon temps est fini"" : lors de sa première prise de parole, Gérard Depardieu récuse les accusations portées contre lui",0
Tensions en Turquie : plus de 1200 interpellations lors des manifestations,0
Corée du Sud : les images d'un important affaissement de chaussée qui a tué un motard,0
"Port du voile dans le sport : Bruno Retailleau ""en désaccord radical"" avec Teddy Riner",0
Foot : Platini et Blatter de nouveau acquittés en appel par la justice suisse,0
Cédric Meston rachète Tupperware et part à la conquête de l'Europe,0
"Donald Trump proteste contre un portrait de lui ""déformé"" dans le Colorado et obtient son retrait",0
"Soudan : des ""centaines de civils"" tués par une frappe de l'armée sur un marché du Darfour-Nord",0
ArcelorMittal mis en examen pour mise en danger de la vie d'autrui après une pollution à Fos-sur-Mer,0
"Un réalisateur palestinien, oscarisé pourNo Other Landlibéré après avoir été arrêté par la police israélienne",0
"""Ils savent qu'ils ont le droit pour eux"" : à La Ciotat, le calvaire d'un entrepreneur qui voit son terrain occupé par les gens du voyage",0
"Bic, La Laitière, Moulinex, Samsung… Quelles sont les marques préférées des Français en 2025 ?",0
Proche-Orient : la Défense civile annonce 14 morts après des frappes israéliennes,0
Japon : la secte Moon privée de toute reconnaissance légale,0
La Russie annonce avoir saisi une collection d'anciennes pièces d'or volées en France,0
"En s'opposant au retour de la retraite à 62 ans, ""François Bayrou a trahi les Français"", cingle Olivier Faure",0
Un yacht de luxe à 10 millions d'euros saisi dans une affaire de blanchiment mis aux enchères par l'État,0
"Lyon : un propriétaire condamné pour non-respect de l'encadrement des loyers, une première",0
"Mort du petit Émile : les grands-parents placés en garde à vue pour ""homicide volontaire"" et ""recel de cadavre""",0
"Nouvelle-Zélande : puissant séisme de magnitude 6,7 sur l'île du Sud",0
Chine : libération de cinq employés d'une entreprise américaine d'audit,0
"Victime d'une erreur judiciaire, un Japonais obtient 1,2 million d'euros de dommages et intérêts",0
Marseille : une manifestation dans les quartiers nord contre la fermeture des épiceries de nuit,0
Des salariés de la Société générale en grève ce mardi pour une meilleure rémunération,0
"""Tesla Takedown"" : une ""journée mondiale d'action"" contre Elon Musk prévue ce samedi",0
"Ligue des nations, Coupe du monde des clubs… Le programme un peu fou qui attend certains Bleus d'ici la fin de saison",0
Les ventes de Tesla dégringolent en Europe,0
La dynamique des demandes de brevets reste forte en Europe,0
"Après le passage d'une fusée de SpaceX, une mystérieuse spirale bleue illumine le ciel",0
"46% des salariés de 18-24 ans jugent acceptable de refuser de s'asseoir là où une personne de l'autre sexe s'est assise, selon un sondage",0
"""Les nazis ont été mieux traités"" : une juge américaine critique les expulsions des Vénézuéliens par Donald Trump",0
"Trois jeunes mis en examen pour ""torture et barbarie"" après avoir grièvement brûlé un lycéen dans l'Eure",0
"""J'ai passé toute ma vie comme un gentleman"" : accusé d'avoir brûlé vive Chahinez Daoud, son ex-mari clame son innocence",0
"Maroc : un islamiste condamné à un an de prison pour ""diffamation"" envers l'Arabie saoudite",0
Narcotrafic : les députés approuvent l'activation à distance des appareils électroniques,0
Les ossements calcinés au Mexique retrouvés sur un lieu d'entraînement d'un cartel de la drogue,0
"Une actrice décrit des ""dérives sexuelles"" au Théâtre du Soleil il y a une quinzaine d'années",0
"""Il peut le faire"" : Retailleau ne voit ""aucun inconvénient"" à la participation de Bayrou au repas de rupture de jeûne",0
Alerte à la bombe et appel au djihad : plusieurs lycées menacés dans le sud de la France via l'application Pronote,0
Le Chili touché par de violents incendies dans le Sud,0
Le mandat d'arrêt ciblant Bachar al-Assad sera examiné par la Cour de cassation le 4 juillet,0
SNCF : un préavis de grève déposé pendant les vacances de Pâques et les ponts de mai,0
"Pas-de-Calais : un homme tué par balle chez lui, sa compagne interpellée",0
Fonction publique : des syndicats appellent à une journée de mobilisation le 3 avril,0
"Haut-Rhin : un homme retrouvé mort dans une cave de son immeuble, une enquête ouverte pour meurtre",0
"France-Croatie : levée sans suite des gardes à vue des personnes interpellées pour des ""saluts nazis""",0
Antibiotiques: fin des pénuries d'amoxicilline,0
Un journaliste américain convié par erreur dans les coulisses d'une opération militaire secrète contre les Houthis,0
"Une étude radiologique ouverte autour d'une mine d'uranium désaffectée, près de Clisson",0
Tensions entre avocats à l'ouverture du procès de Gérard Depardieu,0
"Russie : dans la région d'Orel, les élèves enceintes recevront 100.000 roubles",0
""" Réveillez-vous ! "" : l'ex-champion de boxe Mahyar Monshipour répond à Teddy Riner sur le port du voile dans le sport",0
"En Essonne, un adolescent de 17 ans mortellement poignardé devant un lycée",0
"Tuberculose: face à un dépistage trop ""disparate"", la HAS veut mieux cibler les populations à risque",0
SNCF Voyageurs demande à Alstom d'interrompre la livraison des RER NG en raison de problèmes techniques,0
Blanche-Neigeréalise le pire démarrage pour un remake Disney au box-office nord-américain,0
Agression d'un rabbin à Orléans : le suspect de 16 ans sera jugé en avril,0
Brest : six hommes jugés pour avoir préparé des actions djihadistes depuis une boucherie,0
"Téléphone en cellule, terrain de foot, pétanque… Un député fustige les conditions de détention à la maison d'arrêt de Grasse",0
"Au Burkina Faso, deux journalistes ont été arrêtés après avoir dénoncé des atteintes à la liberté d'expression",0
"Météo du mardi 25 mars : un temps agréable, mais quelques averses dans le Sud-Ouest",0
Coupe de France de football : le prix très élevé des places de la demi-finale entre Cannes et Reims interroge,0
Hyundai va investir 20 milliards de dollars aux États-Unis,0
"Royaume-Uni : face au fléau des nids-de-poule, le gouvernement débloque des fonds",0
"Meurtre par balles à la Duchère, à Lyon : le suspect mis en examen et écroué",0
Donald Trump annonce des droits de douane de 25% aux pays achetant du pétrole vénézuélien,0
"Algérie : ""Ces sketchs du régime de Tebboune sont une bénédiction pour mes caricatures"", ironise le dessinateur Ghilas Aïnouche",0
Fusillade mortelle à Nantes : six personnes jugées sur fond de trafic de drogue,0
Marseille : un avocat agressé au cutter dans son cabinet,0
"Après les tremblements de terre, Santorin accueille son premier bateau de croisière",0
"""Je vois cette dame avec des fleurs jaunes"": qui est Carmela Mancuso, la fidèle à laquelle le Pape s'est adressé hier ?",0
"Dans les Bouches-du-Rhône, l'ensoleillement au plus bas… depuis 2010",0
"Élisabeth Borne juge les propos de Jul "" diffamatoires "" après la polémiqueLa Belle et la Bête",0
Allemagne : cinq écologistes accusés d'activités criminelles renvoyés en procès,0
A69 : l'État fait appel de l'arrêt du chantier de l'autoroute Toulouse-Castres,0
"Donald Trump et Keir Starmer se sont entretenus en vue d'un accord ""de prospérité économique""",0
Municipales à Paris : Bertrand Delanoë soutient Emmanuel Grégoire,0
Sébastien Cauet pressenti pour rejoindre la radio Europe 2,0
Affaire Gérard Depardieu : rassemblement féministe à Paris avant son procès,0
"Ecstasy, cocaïne, cannabis : à Gardanne, la gendarmerie saisit d'importantes quantités de psychotropes",0
Marineland d'Antibes : Sea Shepherd propose de payer les soigneurs pour que les cétacés restent sur place,0
Groenland : une visite américaine de haut niveau suscite l'ire du premier ministre,0
Le géant chinois des véhicules électriques BYD dépasse son rival Tesla en 2024,0
"Une dizaine de tirs sur un bar à chicha à Villeurbanne, un homme prend la fuite à trottinette",0
"Stellantis, Safran, L'Oréal… Quelles entreprises ont déposé le plus de brevets en 2024 ?",0
Rugby : Antoine Dupont a été opéré du genou droit ce lundi à Toulouse,0
"VTC : la Tunisie suspend les activités de Bolt, soupçonné de blanchiment d'argent et de fraude fiscale",0
"Le baron de la drogue ""Le Professeur"", condamné à 15 ans de prison après une saisie de 729 kg de cocaïne en Gironde",0
Lyon : des militants et élus écologistes et socialistes agressés par des manifestants lors de la marche contre l'extrême droite,0
"Saint-Nazaire : le directeur d'un lycée privé suspendu pour ""comportement inapproprié"" après s'être introduit dans des chambres",0
"Nouvelles interpellations dans l'affaire Amra, Bardella veut des mesures fortes contre Alger, sursaut des Bleus… Les 3 infos à retenir à la mi-journée",0
Pourquoi l'Agence nationale de sécurité sanitaire ne veut plus de produits au soja dans les cantines,0
Turquie : nouvelle mobilisation après l'incarcération du maire d'Istanbul,0
"Foot: demi-finale de Ligue des nations, Mondial 2026… On connaît le calendrier complet des Bleus en 2025",0
"""Véritable opération d'intimidation"" : trois voitures incendiées sur le parking de la prison de Bordeaux-Gradignan",0
"Teddy Riner sur le port du voile dans le sport : ""Dans certains pays voisins, tout se passe bien et cela n'emmerde personne""",0
La Chine révèle avoir mis au point un robot capable de sectionner les câbles sous-marins,0
"Ta Promesse,de Camille Laurens, distingué par le jury du grand prix RTL-Lire magazine",0
L'opérateur électrique britannique critique la fermeture de l'aéroport de Londres-Heathrow après une panne,0
"Guerre Israël-Hamas : Tsahal dit avoir tiré sur un bâtiment de la Croix-Rouge, sans le savoir",0
"Municipales 2026 : Gabriel Attal n'a ""pas prévu"" d'être candidat à Paris",0
"Contrôle des établissements scolaires : ""Il ne s'agit pas de demander au privé de s'aligner sur le public"", promet Élisabeth Borne",0
"Évasion de Mohamed Amra : 24 nouvelles personnes interpellées, dont le rappeur Koba LaD",0
"Dans un monde ""instable"", la Chine veut se rapprocher de la France",0
"Au Centre Pompidou, Picasso, Braque, Duchamps, Dali, Soulages, Bacon se préparent au grand déménagement",0
"France-Croatie: une vraie équipe, Olise le délice, frisson pour Giroud… Coups de cœur et coups de griffe de nos envoyés spéciaux",0
"""L'Algérie doit nous donner notre indépendance"" : Jordan Bardella appelle à prendre des ""mesures extrêmement fortes"" face à Alger",0
France-Croatie : 7 personnes interpellées pour des saluts nazis au Stade de France,0
Marseille: jusqu'à 13 ans de prison contre des trafiquants de drogue liés à la mafia calabraise,0
Dordogne: un homme interpellé pour la mort de son ex-compagne et de sa fille,0
"Une grande exposition explore le "" jardin secret "" de Victor Hugo et sa passion pour le dessin",0
Ed Sheeran demande 250 millions de livres au gouvernement britannique pour l'éducation musicale,0
"Crash de l'A320 de la Germanwings dans les Alpes: il y a dix ans, l'émotion internationale",0
""" Tu veux faire le malin, viens ici ! "" : vive altercation entre le rappeur Hatik et un spectateur en plein concert",0
Corée du Sud : des milliers de pompiers et de soldats déployés contre des feux de forêts,0
La tuberculose infantile en hausse de 10% en Europe et en Asie centrale,0
"À Lyon, la gauche écologiste au défi de la désunion",0
"En Turquie, une marée humaine contre l'arrestation du maire d'Istanbul, principal opposant d'Erdogan",0
"""Émotions et suspense"", ""équipe réunie"", ""nuages dissipés"" : la revue de presse de la victoire renversante des Bleus face à la Croatie",0
"Flouée par son assureur, une agglomération du Tarn forcée d'interrompre son réseau de bus",0
"""Les idées d'extrême droite contaminent jusqu'au gouvernement"" : Panot accuse Retailleau de ""parler comme sous Vichy""",0
"Tennis : magique, Monfils rejoint les 8es à Miami… Comme il y a 20 ans",0
Israël : Netanyahou accuse le chef du Shin Bet d'avoir enquêté sur un ministre sans son accord,0
Brésil : le président Lula en visite au Japon pour parler commerce et environnement,0
Mozambique : le président reçoit son principal opposant après des mois de violences,0
Venezuela : arrivée de 199 migrants expulsés des États-Unis,0
"Ces Bleus ne sont pas parfaits, mais ils ont eu du coeur et de l'orgueil",0
"Faute d'électricité, le Venezuela réduit les horaires des fonctionnaires",0
"Crash de la Germanwings il y a dix ans : ""On a très vite compris qu'il n'y aurait aucun survivant""",0
"Bleus héroïques, Milan-San Remo magique, Lou Jeanmonnot tragique et Ferrari catastrophique, les tops et flops du week-end sport",0
"""Ça restera gravé"" : Doué, une première en Bleu pleine de promesses",0
""" Je voulais la cramer "" : l'affaire Chahinez Daoud, brûlée vive par son mari, devant la justice",0
L'Australie renforce sa sécurité avec ses premiers lance-roquettes Himars américains,0
Corée du Sud : la destitution du premier ministre rejetée par la Cour constitutionnelle,0
"Au Burkina Faso, des journalistes dénoncent des ""atteintes à la liberté d'expression jamais égalées""",0
"""On a réalisé une très grande performance"" : les mots de Deschamps après France-Croatie",0
"Épargne : des projets d'hydrocarbures dans des fonds ""responsables"" de certaines banques",0
Ligue des nations : quel adversaire pour la France ? Le programme complet des demi-finales,0
"Les notes des Bleus contre la Croatie : Olise chef d'orchestre, Maignan sauveur, Mbappé maladroit",0
"UBB-Toulouse : Jalibert sur un nuage, l'UBB magnifique puis léthargique, Mola frileux (ou arrogant ?)… Les tops/flops",0
"Ligue des nations : au bout du suspense, les Bleus font chavirer le Stade de France",0
"Les Parisiens votent ""oui"" à la piétonnisation et à la végétalisation de 500 nouvelles rues",0
Top 14 : les jeunes Toulousains s'inclinent de justesse face à l'UBB mais gardent la tête,0
"Incarcération du maire d'Istanbul : l'Union européenne dénonce ""une atteinte grave à la démocratie""",0
"France-Croatie : en vidéo, le coup franc magistral d'Olise qui ouvre le score pour les Bleus",0
"""Je me sens touché et béni"" : l'hommage magnifique du Stade de France pour les adieux d'Olivier Giroud",0
Turquie : 15 millions d'électeurs ont voté à la primaire symbolique de l'opposition,0
"Agression du rabbin d'Orléans : un rassemblement à Paris pour ""tirer la sonnette d'alarme""",0
Turquie : le réseau social X refuse le blocage de plus de 700 comptes demandé par les autorités,0
"""Un véritable acte antisémite"" : incompréhension et colère chez les proches du rabbin agressé",0
Par Toutatis ! Alain Chabat dévoile sa série animée tirée d'Astérix,0
"Israël crée une administration pour le départ ""volontaire"" de Palestiniens de Gaza",0
""" Il a dit : ""Est-ce que vous êtes juifs ?"", puis il a craché "", témoigne le rabbin agressé à Orléans",0
"France-Croatie : un onze tricolore offensif, les choix forts de Deschamps",0
Le trafic maritime américain contraint d'éviter la mer Rouge face à la menace houthie,0
Enfant de 6 ans retrouvé mort en Ille-et-Vilaine : la mère placée en détention provisoire,0
Tennis de table : Félix Lebrun domine son grand frère Alexis et devient champion de France pour la première fois,0
Pollens : pourquoi vous ne trouverez plus les cartes de risques allergiques du RNSA,0
Le procès de Gérard Depardieu pour agressions sexuelles s'est ouvert à Paris en présence de l'acteur,0
"La porte-parole du gouvernement n'a ""pas de pudeur"" à évoquer l'existence d'un racisme anti-Blanc",0
"L'ambassadeur sud-africain expulsé des États-Unis de retour et ""sans regret""",0
Orléans : la classe politique condamne unanimement l'agression du rabbin,0
"""C'est le rodéo"" : Chenu (RN) accuse Bayrou de vouloir ""se maintenir le plus longtemps possible sur la bête"" du pouvoir",0
"Biathlon : en vidéo, la chute de Lou Jeanmonnot qui lui coûte le gros globe de cristal",0
Pourquoi se fait-on refouler à l'entrée des clubs berlinois ? Le mystère enfin percé,0
"Biathlon : immense déception pour Lou Jeanmonnot, qui laisse échapper la Coupe du monde au bout du suspense",0
"""USA ! USA !"" : le public acclame Donald Trump aux championnats de lutte à Philadelphie",0
"Formule 1 : rebondissement en Chine, Leclerc, Hamilton et Gasly disqualifiés pour voitures non conformes",0
""" Merci à tous ! "" : le pape François apparaît au balcon de son hôpital à Rome, une première depuis le 14 février",0
"En fouillant dans ses réserves, le musée de Douai découvre un unique tableau en France signé Lavinia Fontana",0
"Tennis de table : adulés par les Français selon un sondage, les frères Lebrun se retrouvent en finale des championnats nationaux",0
"Sur la Côte d'Azur, le luxueux hôtel Maybourne Riviera rénové grâce aux millions d'euros du Qatar devant la justice",0
"Formule 1 : Piastri et McLaren en démonstration, Verstappen et Red Bull en retrait… Les tops/flops du GP de Chine",0
"Orléans : le rabbin agressé en rentrant de la synagogue, un mineur de 16 ans placé en garde à vue",0
"Avec le ""Défi du dragon"", le Jardin d'Acclimatation poursuit sa mue pour attirer un nouveau public",0
"Formule 1 : Piastri domine le Grand Prix de Chine, doublé McLaren à Shanghai",0
Immobilier à Bordeaux : vers une stabilisation du marché en 2025 ?,0
"Génération Boys Band, mix de 2Be3 et G-Squad, surfe sur la nostalgie des années 1990",0
Turquie : le maire d'Istanbul a été placé en détention,0
"En banlieue strasbourgeoise, les étrangers se mettent à l'alsacien pour monter sur les planches",0
Proche-Orient : deux responsables du Hamas tués par l'armée israélienne à Gaza,0
"Voyage express Los Angeles-Paris, demandes de places, Griezmann absent : les coulisses de l'hommage à Olivier Giroud",0
"""On a là quelque chose d'exceptionnel"" : à La Baule, une mythique villa bientôt mise en vente",0
France-Croatie : 5 questions sur un match qui en dira long sur le (vrai) niveau des Bleus,0
Final Four ou élimination en Ligue des nations… Quel serait le calendrier des Bleus ?,0
"À Taïwan, les manœuvres de Pékin pour forcer les citoyens à espionner pour son compte",0
Les touristes se désintéressent de plus en plus des États-Unis de Trump,0
"Mondialisation : la Chine compte rester ""du bon côté de l'histoire""",0
"Le président algérien affirme que son ""unique point de repère"" en France est Macron",0
La cote de popularité de François Bayrou chute en mars,0
"Gérald Darmanin demande aux procureurs de ""repérer"" dans les prisons les étrangers expulsables",0
Les soutiens français de Boualem Sansal appellent à manifester mardi,0
"Top 14 : Toulon enfonce Perpignan, Jaminet offre le bonus offensif au RCT",0
Trafic de drogue : plus de 110 tonnes saisies par les douanes en France en 2024,0
Israël : l'opposition veut une grève générale si Netanyahou va contre la justice après le renvoi du chef du Shin Bet,0
"L'affaire Bétharram libère ""une forme de MeToo scolaire"", selon Élisabeth Borne",0
"Gaza : le Fatah appelle le Hamas à céder le pouvoir pour préserver ""l'existence des Palestiniens""",0
Israël mène des raids meurtriers au Liban en riposte à des tirs de roquettes,0
États-Unis : trois morts et quinze blessés dans une fusillade près de la frontière mexicaine,0
"France-Croatie : Olise relancé, Guendouzi et Digne déclassés ? Les tendances des choix de Deschamps",0
"À Toulouse, le socialiste Olivier Faure tente une mue présidentielle",0
"France-Croatie : interrogé sur un joueur… qui n'existe pas, Deschamps piégé en conférence de presse",0
"""Il faut emmener les 80.000 supporters avec nous"" : Deschamps plante le décor avant France-Croatie",0
Cyclisme : Van der Poel s'offre un deuxième Milan-San Remo après un duel épique avec Pogacar,0
"Biathlon : impériale sur la poursuite d'Oslo, Jeanmonnot prend la tête de la Coupe du monde avant la dernière course",0
"Top 14 : encore au ralenti, La Rochelle concède le match nul face à Castres",0
Six Nations féminin : les Bleues souffrent mais assurent le succès en Irlande,0
"""Grand numéro 9"", ""belle personne"", ""que du positif""… Les Bleus remercient Giroud en vidéo, avant l'hommage lors de France-Croatie",0
"Saut à la perche : Duplantis encore champion du monde en salle, sans rival à 6,15 mètres",0
"""Il n'y a pas de plan de financement"" : à quel prix la mairie de Paris peut-elle végétaliser et piétonniser 500 rues ?",0
"Feu de forêt en Corée du Sud : deux pompiers meurent, l'état de catastrophe naturelle décrété",0
Espagne : la ville d'Avila menacée par les inondations,0
Bordeaux : sept mineurs arrêtés pour une série de violentes agressions d'étudiants,0
"Paris : dix policiers blessés après un refus d'obtempérer, l'automobiliste placé en garde à vue",0
"Le Canard enchaîné poursuivi en justice par le skipper Kevin Escoffier, accusé d'agressions sexuelles",0
"Éducation, santé, bureaucratie et finances publiques : les quatre travaux de François Bayrou pour le printemps",0
"Le pape François quittera dimanche l'hôpital, après avoir fait sa première apparition publique depuis mi-février",0
"""Ça suffit de laisser de côté les îles"" : Teddy Riner met la pression à Manuel Valls sur la situation aux Antilles",0
"Les arêtes de poissons, ces mystérieuses catacombes lyonnaises, bientôt inscrites aux monuments historiques ?",0
Essonne : l'État condamné à indemniser les parents d'un collégien s'étant suicidé,0
"Turquie : arrêté pour ""corruption"" et ""terrorisme"", le maire d'Istanbul dénonce des accusations ""immorales et sans fondement""",0
"""On veut éviter la catastrophe de l'A69"" : à Bordeaux, des associations veulent stopper les gros travaux de la LGV",0
"Formule 1 : Piastri décroche la pole position en Chine, Hamilton seulement 5e après sa première victoire avec Ferrari",0
"Saut à la perche : historique Marie-Julie Bonnin, première Française championne du monde",0
Grotte de Cussac : la conservation délicate d'un fabuleux trésor,0
"États-Unis : frappée au portefeuille, l'université Columbia accepte les réformes voulues par Donald Trump",0
États-Unis : l'administration Trump met fin au statut légal de plus de 500.000 migrants,0
"Conflit au Proche-Orient : le premier ministre libanais met en garde contre le risque d'une ""nouvelle guerre"" après des tirs sur Israël",0
"États-Unis : Donald Trump ""veut établir une relation de confiance"" avec l'Iran, selon son émissaire",0
"George Foreman, légende américaine de la boxe, battu par Mohamed Ali, est mort à 76 ans",0
"États-Unis : Donald Trump retire à Biden, Harris et Blinken leur accès aux informations confidentielles",0
"Ils pensaient pouvoir réduire leurs impôts en investissant dans ces logements sociaux en Martinique, le fisc les rattrape",0
Dynamiter les Bleus et enflammer le Stade de France : ces 7 Bleus que Deschamps doit (re)lancer,0
"Cyclisme : Pogacar, un ambitieux au pied de Milan-San Remo",0
"Royaume-Uni : Oleg Gordievsky, célèbre transfuge du KGB, est décédé à l'âge de 86 ans",0
"Italie : envahie par des millions de petits moucherons, une ville balnéaire toscane veut déclarer l'état d'urgence",0
"Grenoble : six personnes, dont une femme, mises en examen pour trafic de stupéfiants",0
""" J'avais des trous dans la jambe, on aurait pu me la couper ! "" : Franck Ribéry raconte la fois… où il a failli se faire amputer",0
Seine-et-Marne : un homme de 22 ans suspecté de préparer un attentat mis en examen,0
Tennis : première victoire depuis janvier pour Djokovic à Miami,0
Savoie : un jeune homme de 20 ans mis en examen pour le meurtre de sa voisine,0
La start-up d'IA Perplexity affiche à nouveau son ambition de racheter TikTok,0
Paris : deux hommes suspectés d'avoir voulu rejoindre la Syrie mis en examen,0
Les étranges cadeaux de Gabriel Attal pour remplir sa salle… Les indiscrets duFigaro,0
"Domino's Pizza : deux responsables de franchises jugés pour avoir détourné 1,6 million d'euros",0
Procès des geôliers de Daech : le terroriste Mehdi Nemmouche condamné à la prison à perpétuité,0
Turquie : de nouveaux incidents entre manifestants et policiers à Istanbul et Izmir,0
"""Ses jours à Matignon sont comptés"" : Faure menace Bayrou de censure s'il ""continue à mépriser le Parlement""",0
"Seine-et-Marne : huit individus arrêtés pour le trafic du cannabinoïde ""Pète ton crâne"" aux abords d'établissements scolaires",0
"France-Croatie : après la purge de Split, pourquoi les Bleus y croient",0
Cannes : une amende requise contre la ville après la mort d'un enfant percuté par un train touristique,0
"Trafic de civelles : un réseau d'exportation vers l'Espagne démantelé, 476.000 euros de préjudice écologique",0
"""C'est une énorme bombe"" : cette loi qui permettrait à la FFF de dissoudre la Ligue de football professionnel",0
Paris : un surveillant de la prison de la Santé condamné à sept ans de prison pour viols sur un détenu,0
"Jean-Luc Mélenchon ""indigné"" après la publication d'une ""caricature grossophobe"" dans Le Télégramme",0
La découverte de moisissures sur des tableaux contraint le musée de Brest à fermer pour au moins quatre ans,0
Montpellier : un octogénaire tué par la chute d'une branche d'arbre,0
"Gare de Lyon : la SNCF prévoit des perturbations ""jusqu'en fin de soirée"" après la panne d'un train de travaux",0
La revisite controversée deLa Belle et la Bêtedu dessinateur Jul paraîtra comme prévu en septembre,0
"Le Stade Toulousain écope d'une amende de 1,3 million d'euros dans l'affaire Jaminet",0
États-Unis : Donald Trump annonce un contrat avec Boeing pour le futur avion de combat F-47,0
"Lille : Arnaud Deslandes, le premier adjoint de Martine Aubry, est élu maire",0
"Foot : ""Invraisemblable et honteux"", Christophe Bouchet, ex-président de l'OM, demande à la ministre des Sports de mettre la LFP sous tutelle",0
"Les salaires de base ont augmenté de 2,8% dans le secteur privé l'année dernière",0
Savoie : un homme tué par balle et deux blessés dans une rixe,0
"Biathlon : Jeanmonnot battue d'un cheveu par Preuss sur le sprint d'Oslo, le duel pour le gros globe fait rage",0
"Corruption, go fast et hôtel véreux : les dessous d'un tentaculaire réseau de passeurs de migrants entre l'Espagne et Marseille",0
Le Muséum d'histoire naturelle lance un appel aux dons pour sauver de la ruine l'un de ses fleurons,0
"En difficulté, Casa France demande son placement en redressement judiciaire",0
Un jeune trafiquant de drogue ayant généré 130.000 euros de revenus en un an interpellé en Loire-Atlantique,0
"Qui est Bernard Fontana, pressenti pour être le nouveau patron d'EDF ?",0
"Nanterre : l'ancien directeur de Saint-Jean-de-Passy, soupçonné d'agression sexuelle, va comparaître devant la justice",0
"Leonardo DiCaprio, Paul Watson, Estelle Lefébure… Ces personnalités qui interviendront au World Impact Summit à Bordeaux",0
États-Unis : Washington dément avoir refoulé un chercheur français,0
"À Bordeaux, les collectivités s'unissent pour empêcher la fermeture du consulat américain",0
Jonathan Curiel nommé nouveau directeur des radios à M6,0
"Caricature de Cyril Hanouna : La France insoumise condamnée pour atteinte au ""droit à l'image""",0
Le Danemark recommande aux personnes transgenres de se renseigner en cas de voyage aux États-Unis,0
"Vols annulés, milliers d'habitants évacués… L'Indonésie touchée par une nouvelle éruption",0
Nice : une plainte pour cyberharcèlement déposée par l'encadrant suspecté de violences sur des enfants dans un centre sportif,0
"Mondial Relay va se séparer d'une partie de ses relais commerçants, remplacés par des ""lockers""",0
L'Arcom ordonne à l'opérateur satellite Eutelsat d'arrêter la diffusion de deux chaînes télé russes,0
Deux collégiennes agressées par une bande cagoulée sur le parvis de leur établissement près de Bordeaux,0
"Hongrie : l'ONU ""très inquiète"" d'une loi qui limite les libertés des personnes LGBT+",0
EDF : l'Élysée met fin au mandat de Luc Rémont et propose Bernard Fontana à la présidence du groupe,0
"La Turquie ne cédera pas à la ""terreur de la rue"", prévient Erdogan",0
